method_id,family,dt_s,q,branch,rho,acceleration_rad_s2,jerk_rad_s3,critical_velocity_rad_s,prediction_horizon_steps,minimum_duration_steps,minimum_duration_enabled,completed,failure_layer,failure_reason,valid_cycles,total_cycles,rest_to_rest_pulse_fraction,stop_go_event_rate_hz,endpoint_stop_fraction,profile_peak_velocity_to_reference_median,profile_velocity_ripple_to_reference_median,profile_velocity_ripple_to_reference_p95,profile_min_abs_velocity_to_reference_p05,profile_near_zero_cycle_fraction,position_rmse,lag_s,profile_exact_fraction,profile_constraint_violation_count,fallback_rate,solver_failure_count,deadline_miss_rate
pv_random_sign,negative_control,0.01,1.05,jerk_limited,0.5,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.5678415973975537,2.5678415973977442,4.0000000000001856,0,0.83606557377049184,3.8470334779989293e-19,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.01,1.05,jerk_limited,0.5,10.5,4000,0.012500000000000001,0,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999429,2.0000000000000329,2.0000000000001075,0,1,6.2500000000000028e-05,0.010000000000000009,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.01,1.05,jerk_limited,0.5,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999434,2.0000000000000329,2.0000000000001084,0,1,5.7972041704602004e-19,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.01,1.05,jerk_limited,0.5,10.5,4000,0.012500000000000001,2,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999434,2.0000000000000191,2.0000000000001075,0,1,6.2500000000000137e-05,-0.010000000000000009,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.01,1.05,jerk_limited,0.5,10.5,4000,0.012500000000000001,5,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999301,2.0000000000000329,2.0000000000001084,0,1,0.00025000000000000022,-0.040000000000000036,1,0,0,0,0
p_min_duration_off,minimum_duration,0.01,1.05,jerk_limited,0.5,10.5,4000,0.012500000000000001,1,0,false,true,,,100,100,1,99.999999999999915,1,2.5198420997898046,2.519842099789805,2.5198420997899516,0,1,5.3978554612955024e-19,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.01,1.05,jerk_limited,0.5,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999429,2.0000000000000329,2.0000000000001075,0,1,5.4687895871746612e-19,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.01,1.05,jerk_limited,0.5,10.5,4000,0.012500000000000001,1,2,true,true,,,100,100,0,0,0,0.99999999999999711,0,2.5179305862543799e-09,0.99999999999969924,0,5.4687500076430359e-05,0.010000000000000009,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.01,1.05,jerk_limited,0.5,10.5,4000,0.012500000000000001,1,5,true,true,,,100,100,0,0,0,0.99999126007186578,2.2925538674389845e-06,0.0012383621764222585,0.99404520905132754,0,0.00024200956331757174,0.040000000000000036,1,0,0,0,0
p_only_current,core,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999403,2.0000000000000142,2.0000000000001177,0,1,0.00011250000000000062,0.010000000000000009,1,0,0,0,0
p_only_scheduled,core,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999403,2.0000000000000142,2.0000000000001177,0,1,9.9485059310128497e-19,0,1,0,0,0,0
pv_oracle,core,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.0000000000000002,1.5419764230904949e-16,1.5419764230904949e-16,0.99999999999999989,0,4.09961844088832e-18,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.0000000000000082,2.9760144965646556e-14,1.5250922244783476,0.23745388776080092,0,1.587144159367567e-18,0,1,0,0,0,0
pv_future_o1_deadband,core,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1,1.5419764230904949e-16,1.5419764230904949e-16,0.99999999999999989,0,3.4818663875583282e-18,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,2.4262145171114105,3.2007229858686843,3.5544124322880375,0,1,1.3351203686015694e-05,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999252,2.0000000000000142,2.0000000000001177,0,1,1.1215933574035581e-18,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.4298489643332177,1.1798489643332175,1.1798489643333248,0.24999999999987443,0,7.1325909648355064e-19,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.1938567961311888,0.69385679613127638,0.69385679613147355,0.49999999999960532,0,8.6736173798840355e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.0570744591332442,0.30707445913336812,0.30707445913352877,0.74999999999967859,0,9.5532513094691816e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.0000000000000002,1.5419764230904949e-16,1.5419764230904949e-16,0.99999999999999989,0,4.09961844088832e-18,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.2500000000000002,0.30707445913328096,0.30707445913352877,0.94292554086647107,0,9.617583694997323e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,2.1569820665080153,3.1569820665079638,3.554412432288037,0,0.72131147540983609,1.054590030324023e-05,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,0,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999403,2.0000000000000142,2.0000000000001177,0,1,0.00011250000000000062,0.010000000000000009,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999252,2.0000000000000142,2.0000000000001177,0,1,1.1215933574035581e-18,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,2,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999407,2.0000000000000218,2.0000000000001186,0,1,0.00011249999999999973,-0.010000000000000009,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,5,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999252,2.0000000000000138,2.0000000000001186,0,1,0.00044999999999999966,-0.040000000000000036,1,0,0,0,0
p_min_duration_off,minimum_duration,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,0,false,true,,,100,100,1,99.999999999999915,1,2.0714883373025867,2.0714883373025952,2.0714883373026969,0,1,6.8683285613344073e-19,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999403,2.0000000000000142,2.0000000000001177,0,1,9.9485059310128497e-19,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,2,true,true,,,100,100,0,0,0,0.99999999999998934,0,1.3163621427460093e-09,0.99999999999998934,0,9.3633176510667779e-05,0.010000000000000009,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.01,1.05,jerk_limited,0.90000000000000002,10.5,4000,0.012500000000000001,1,5,true,true,,,100,100,0,0,0,0.99999268436712185,1.95176779445151e-06,0.0011612055209103071,0.99449199801393262,0,0.00043084369675124891,0.040000000000000036,1,0,0,0,0
p_only_current,core,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9803884044367832,1.9803884044368287,2.0000000000000266,0,1,0.00012374999999999997,0.010000000000000009,1,0,0,0,0
p_only_scheduled,core,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9803884044367832,1.9803884044368287,2.0000000000000271,0,1,9.3740610369126805e-19,0,1,0,0,0,0
pv_oracle,core,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1,0,0,1,0,2.9742030942633392e-18,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.0000000000000082,2.186802927291975e-14,1.3864474767984984,0.30677626160072818,0,1.2998571465022934e-18,0,1,0,0,0,0
pv_future_o1_deadband,core,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,0.99999999999999989,1.4017967482640864e-16,1.4017967482640864e-16,0.99999999999999967,0,1.6760646006390278e-17,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,2.4468312961327072,3.3806522510779096,3.5732188414195689,0,0.88524590163934425,1.6766197024832767e-05,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9803884044367832,1.980388404436829,1.9803884044370974,0,1,1.1257093101617368e-18,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.4797043795303535,1.229704379530463,1.2297043795305023,0.24999999999978118,0,4.4874731812061051e-09,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.2108202212973229,0.71082022129744882,0.71082022129762812,0.49999999999964179,0,1.5074367226964582e-18,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.0610165908251723,0.31101659082524447,0.31101659082542571,0.74999999999971156,0,9.2914685808143264e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1,0,0,1,0,2.9742030942633392e-18,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.25,0.31101659082524447,0.31101659082549593,0.93898340917457412,0,9.9794500366302601e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,2.1995751868638984,3.1136613731433407,3.4852950281151602,0,0.67213114754098358,1.2364960527808926e-05,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,0,1,true,true,,,100,100,1,99.999999999999915,1,1.9803884044367832,1.9803884044368287,2.0000000000000266,0,1,0.00012374999999999997,0.010000000000000009,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9803884044367832,1.980388404436829,1.9803884044370974,0,1,1.1257093101617368e-18,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,2,1,true,true,,,100,100,0.065573770491803282,6.5573770491803218,0.065573770491803282,2.0067114596959668,2.0067114596959654,2.0067114596960223,0,1,0.00012276184957051044,-0.010000000000000009,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,5,1,true,true,,,100,100,1,99.999999999999915,1,1.9803884044367828,1.980388404436829,1.9803884044370974,0,1,0.00049500000000000043,-0.040000000000000036,1,0,0,0,0
p_min_duration_off,minimum_duration,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,0,false,true,,,100,100,1,99.999999999999915,1,2.0067114596959925,2.0067114596960369,2.0067114596960387,0,1,1.7559225128146396e-19,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9803884044367832,1.9803884044368287,2.0000000000000271,0,1,9.3740610369126805e-19,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,2,true,true,,,100,100,0,0,0,0.99999999999999878,0,1.1357212869370557e-09,0.99999999999997269,0,0.00010198353943162784,0.010000000000000009,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.01,1.05,jerk_limited,0.98999999999999999,10.5,4000,0.012500000000000001,1,5,true,true,,,100,100,0,0,0,0.99999293412611812,1.8913327077325132e-06,0.0011466599212426409,0.99457532528431392,0,0.00047292132544712667,0.040000000000000036,1,0,0,0,0
p_only_current,core,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.9933774349546824,1.9933774349546833,1.9933774349547444,0,0.98360655737704916,0.00013022739418948404,0.010000000000000009,1,0,0,0,0
p_only_scheduled,core,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.9933774349546816,1.9933774349546824,1.9933774349547413,0,0.96721311475409832,5.3203302735696548e-06,0,1,0,0,0,0
pv_oracle,core,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1,0,0,1,0,8.6984651171668037e-18,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.0000000000000113,3.4350959920332809e-14,1.3589930713173395,0.32050346434131333,0,1.7690429132936311e-18,0,1,0,0,0,0
pv_future_o1_deadband,core,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1,0,0,1,0,8.6984651171668037e-18,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,2.4155540061568552,3.3718138642262327,3.6636966890131051,0,0.90163934426229508,1.8938523543499824e-05,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.9933774349546836,1.9933774349546829,1.9933774349547511,0,0.96721311475409832,5.3203302735696073e-06,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.4915341550452896,1.2415341550453955,1.2415341550456409,0.24999999999964831,0,1.0223631704400084e-18,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.2146723975615681,0.71467239756169099,0.71467239756191958,0.49999999999964834,0,9.0732103114579984e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.061889469673621,0.31188946967376191,0.31188946967397269,0.74999999999964828,0,9.5854714728111574e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1,0,0,1,0,8.6984651171668037e-18,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.25,0.31188946967362097,0.31188946967397269,0.93811053032623803,0,1.0979782208972216e-18,0,1,0,0,0,0
pv_random_sign,negative_control,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,2.1868920582324614,3.1586534954899754,3.4709368555438576,0,0.65573770491803274,1.1155695499351357e-05,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,0,1,true,true,,,100,100,0,0,0,1.9933774349546824,1.9933774349546833,1.9933774349547444,0,0.98360655737704916,0.00013022739418948404,0.010000000000000009,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.9933774349546836,1.9933774349546829,1.9933774349547511,0,0.96721311475409832,5.3203302735696073e-06,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,2,1,true,true,,,100,100,0,0,0,1.9933774349546234,1.9933774349546252,1.9933774349547004,0,0.5901639344262295,0.00011596067327708183,-0.010000000000000009,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,5,1,true,true,,,100,100,0,0,0,1.9933774349546725,1.9933774349546731,1.9933774349547324,0,0.93442622950819676,0.00049988572606066693,-0.040000000000000036,1,0,0,0,0
p_min_duration_off,minimum_duration,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,0,false,true,,,100,100,0,0,0,1.9933774349546816,1.9933774349546824,1.9933774349547413,0,0.96721311475409832,5.3203302735696548e-06,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.9933774349546816,1.9933774349546824,1.9933774349547413,0,0.96721311475409832,5.3203302735696548e-06,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,2,true,true,,,100,100,0,0,0,1,0,5.2224559935113729e-09,0.99999999999988343,0,0.0001038206298720392,0.010000000000000009,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.01,1.05,jerk_limited,1.01,10.5,4000,0.012500000000000001,1,5,true,true,,,100,100,0,0,0,0.99999298712918083,1.8784794117624754e-06,0.0011435290196885456,0.99459322356872171,0,0.00048225346554153304,0.040000000000000036,1,0,0,0,0
p_only_current,core,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.9374586123028914,1.9374586123028925,1.9374586123029793,0,0.63934426229508201,0.00014721787321033249,0.010000000000000009,1,0,0,0,0
p_only_scheduled,core,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.9374586123029043,1.9374586123029029,1.9374586123029793,0,0.65573770491803274,1.0399764474440311e-05,0,1,0,0,0,0
pv_oracle,core,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1,1.2616170734376778e-16,1.2616170734376778e-16,0.99999999999999989,0,1.2877390293630617e-17,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.0000000000000095,1.3877787807814455e-14,1.2478027291185143,0.37609863544085781,0,1.6207840134021268e-18,0,1,0,0,0,0
pv_future_o1_deadband,core,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.0000000000000002,0,0,1.0000000000000002,0,1.2877390293630617e-17,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,2.4102717355502121,3.4102717355502121,3.5006315721116339,0,0.75409836065573765,2.1900524529399719e-05,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.9374586123028945,1.9374586123028958,1.9374586123029769,0,0.62295081967213117,1.0485823804832443e-05,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.5489748992336256,1.2989748992336256,1.2989748992337189,0.24999999999983921,0,1.1739757026195848e-18,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.2324385324481439,0.73243853244814394,0.73243853244826185,0.49999999999983874,0,1.1257093101617368e-18,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.0658096196966795,0.31580961969667937,0.31580961969686777,0.74999999999983857,0,1.050622894201969e-18,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1,1.2616170734376778e-16,1.2616170734376778e-16,0.99999999999999989,0,1.2877390293630617e-17,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.25,0.31580961969667937,0.31580961969686761,0.93419038030313228,0,1.4722549036493386e-18,0,1,0,0,0,0
pv_random_sign,negative_control,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,2.1336553493710348,3.0670424460514156,3.410271735550316,0,0.67213114754098358,1.808138484502291e-05,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,0,1,true,true,,,100,100,0,0,0,1.9374586123028914,1.9374586123028925,1.9374586123029793,0,0.63934426229508201,0.00014721787321033249,0.010000000000000009,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.9374586123028945,1.9374586123028958,1.9374586123029769,0,0.62295081967213117,1.0485823804832443e-05,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,2,1,true,true,,,100,100,0,0,0,1.9374586123028654,1.9374586123028659,1.9374586123029709,0,0.5901639344262295,0.00012747179222209377,-0.010000000000000009,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,5,1,true,true,,,100,100,0,0,0,1.9374586123028894,1.9374586123028898,1.9374586123029787,0,0.63934426229508201,0.00054019487520503597,-0.040000000000000036,1,0,0,0,0
p_min_duration_off,minimum_duration,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,0,false,true,,,100,100,0,0,0,1.9374586123029043,1.9374586123029029,1.9374586123029793,0,0.65573770491803274,1.0399764474440311e-05,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.9374586123029043,1.9374586123029029,1.9374586123029793,0,0.65573770491803274,1.0399764474440311e-05,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,2,true,true,,,100,100,0,0,0,0.99999999999999967,0,4.3557091014808942e-09,0.99999999999999234,0,0.0001120068180218189,0.010000000000000009,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.01,1.05,jerk_limited,1.1000000000000001,10.5,4000,0.012500000000000001,1,5,true,true,,,100,100,0,0,0,0.99999321553210052,1.8229766054024161e-06,0.001129853215717488,0.99467124649158611,0,0.00052416781472370026,0.040000000000000036,1,0,0,0,0
p_only_current,core,0.01,2,jerk_limited,0.5,20,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999301,2.0000000000000324,2.0000000000001084,0,1,6.2499999999999961e-05,0.010000000000000009,1,0,0,0,0
p_only_scheduled,core,0.01,2,jerk_limited,0.5,20,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999301,2.0000000000000324,2.0000000000001084,0,1,5.5109118237766601e-19,0,1,0,0,0,0
pv_oracle,core,0.01,2,jerk_limited,0.5,20,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1,0,0,1,0,2.1770960901414098e-18,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.01,2,jerk_limited,0.5,20,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.0000000000000078,1.3877787807814457e-14,2.7451660040610268,0,0.19672131147540983,1.7083059602747636e-18,0,1,0,0,0,0
pv_future_o1_deadband,core,0.01,2,jerk_limited,0.5,20,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1,0,0,1,0,2.1770960901414098e-18,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.01,2,jerk_limited,0.5,20,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,3.0000000000000049,4.00000000000004,4.0000000000001856,0,1,5.2750788084974372e-19,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.01,2,jerk_limited,0.5,20,4000,0.012500000000000001,1,1,true,true,,,100,100,1,99.999999999999915,1,1.9999999999999301,2.0000000000000324,2.0000000000001084,0,1,5.8501477731936816e-19,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.01,2,jerk_limited,0.5,20,4000,0.012500000000000001,1,1,true,true,,,100,100,0,0,0,1.2499999999999574,1.0000000000002236,1.0000000000006681,0.24999999999928926,0,7.5115729936857962e-19,0,1,0,0,0,0
