method,jerk_semantic,max_abs_jerk
jerk_qp_pva_direct,sampled_output,12.95097124013214
jerk_qp_pva_direct,sampled_output,12.952393419915852
jerk_qp_pva_direct,sampled_output,13.847890480404102
jerk_qp_pva_direct,sampled_output,14.543624422027417
jerk_qp_pva_direct,sampled_output,14.575211016136
jerk_qp_pva_direct,sampled_output,14.788071331087215
jerk_qp_pva_direct,sampled_output,145.32757008656884
jerk_qp_pva_direct,sampled_output,145.34703758449228
jerk_qp_pva_direct,sampled_output,15.193962476603096
jerk_qp_pva_direct,sampled_output,150.92392820536955
jerk_qp_pva_direct,sampled_output,16.924760061711474
jerk_qp_pva_direct,sampled_output,169.61675639924496
jerk_qp_pva_direct,sampled_output,17.63389950403066
jerk_qp_pva_direct,sampled_output,17.668509634149608
jerk_qp_pva_direct,sampled_output,17.761538632119027
jerk_qp_pva_direct,sampled_output,18.056138654133875
jerk_qp_pva_direct,sampled_output,18.12460067133911
jerk_qp_pva_direct,sampled_output,18.465585341802402
jerk_qp_pva_direct,sampled_output,18.613024452169213
jerk_qp_pva_direct,sampled_output,18.646580700481774
jerk_qp_pva_direct,sampled_output,18.780518430456688
jerk_qp_pva_direct,sampled_output,18.830702945825795
jerk_qp_pva_direct,sampled_output,18.91600818032952
jerk_qp_pva_direct,sampled_output,181.79804958066845
jerk_qp_pva_direct,sampled_output,19.248861675855178
jerk_qp_pva_direct,sampled_output,19.668818607449488
jerk_qp_pva_direct,sampled_output,19.751030492624647
jerk_qp_pva_direct,sampled_output,19.827239462301005
jerk_qp_pva_direct,sampled_output,19.96099268528471
jerk_qp_pva_direct,sampled_output,2.443054032194613
jerk_qp_pva_direct,sampled_output,20.152228758704055
jerk_qp_pva_direct,sampled_output,20.18536120302321
jerk_qp_pva_direct,sampled_output,20.462670598298303
jerk_qp_pva_direct,sampled_output,20.98409666311168
jerk_qp_pva_direct,sampled_output,21.051909777487392
jerk_qp_pva_direct,sampled_output,21.33422232784855
jerk_qp_pva_direct,sampled_output,21.40357693197438
jerk_qp_pva_direct,sampled_output,21.74838173096714
jerk_qp_pva_direct,sampled_output,21.992779325319063
jerk_qp_pva_direct,sampled_output,217.28626959177774
jerk_qp_pva_direct,sampled_output,22.103193679856325
jerk_qp_pva_direct,sampled_output,22.56067855623338
jerk_qp_pva_direct,sampled_output,23.271141367918926
jerk_qp_pva_direct,sampled_output,23.773512582269596
jerk_qp_pva_direct,sampled_output,23.908825325766923
jerk_qp_pva_direct,sampled_output,24.062692955947266
jerk_qp_pva_direct,sampled_output,241.5556381482817
jerk_qp_pva_direct,sampled_output,249.01008373530212
jerk_qp_pva_direct,sampled_output,26.739980805702512
jerk_qp_pva_direct,sampled_output,27.62553018269016
jerk_qp_pva_direct,sampled_output,28.574738410398393
jerk_qp_pva_direct,sampled_output,28.790724458634674
jerk_qp_pva_direct,sampled_output,284.0840776835222
jerk_qp_pva_direct,sampled_output,293.1687409117253
jerk_qp_pva_direct,sampled_output,3.9419224079881188
jerk_qp_pva_direct,sampled_output,32.70914173544622
jerk_qp_pva_direct,sampled_output,325.83466698006436
jerk_qp_pva_direct,sampled_output,336.4995440341493
jerk_qp_pva_direct,sampled_output,35.01059339607537
jerk_qp_pva_direct,sampled_output,35.69562489520784
jerk_qp_pva_direct,sampled_output,357.133992652143
jerk_qp_pva_direct,sampled_output,37.76894363293112
jerk_qp_pva_direct,sampled_output,37.83316016101136
jerk_qp_pva_direct,sampled_output,37.99933020317059
jerk_qp_pva_direct,sampled_output,38.634388371681815
jerk_qp_pva_direct,sampled_output,38.645635904791675
jerk_qp_pva_direct,sampled_output,38.98920614021457
jerk_qp_pva_direct,sampled_output,39.62524041242622
jerk_qp_pva_direct,sampled_output,39.66115783204318
jerk_qp_pva_direct,sampled_output,39.671419623466655
